ISO,year,country.name,region,Subscriptors.per100,GPDperCapita,years.with.network
GNQ,2005,Equatorial Guinea,Sub-Saharan Africa,16.052401399491,21029.447,10
ERI,2005,Eritrea,Sub-Saharan Africa,0.83307478719902,701.571,2
EST,2005,Estonia,Former Soviet Republics,109.07002577895,16618.432,15
ETH,2005,Ethiopia,Sub-Saharan Africa,0.53911629199115,630.198,7
FJI,2005,Fiji,Australia and Oceania,24.924497011492,4195.968,12
FIN,2005,Finland,Wester Europe,100.45044495544,30459.157,26
FRA,2005,France,Wester Europe,78.261895863505,30548.391,20
GAB,2005,Gabon,Sub-Saharan Africa,53.744394406188,14638.587,14
GMB,2005,Gambia,Sub-Saharan Africa,17.227257824133,1568.92,14
GEO,2005,Georgia,Former Soviet Republics,26.23972528359,3643.818,11
DEU,2005,Germany,Wester Europe,94.554869986726,30230.618,21
GHA,2005,Ghana,Sub-Saharan Africa,13.442552513712,2030.024,14
GRC,2005,Greece,Wester Europe,92.924548722011,24826.582,13
GRD,2005,Grenada,Caribbean,45.514856582258,12676.161,16
GTM,2005,Guatemala,Central America,35.571384279685,4178.382,16
GIN,2005,Guinea,Sub-Saharan Africa,1.9736159913437,952.001,13
GNB,2005,Guinea-Bissau,Sub-Saharan Africa,7.225660691894,1016.693,3
GUY,2005,Guyana,South America,36.981522907756,5213.617,14
HTI,2005,Haiti,Caribbean,5.4012151546306,1075.834,8
HND,2005,Honduras,Central America,18.575076190511,3713.126,10
HKG,2005,Hong Kong,East Asia,123.88928537561,36308.936,22
HUN,2005,Hungary,Wester Europe,92.31411680945,16967.464,16
ISL,2005,Iceland,Wester Europe,95.405114863704,35996.325,20
IND,2005,India,South Asia,7.9067202581137,2260.216,11
IDN,2005,Indonesia,East Asia,20.897088256074,3185.045,22
IRN,2005,Iran,Middle East and North Africa,12.204600679283,9869.191,12
IRQ,2005,Iraq,Middle East and North Africa,5.5995816933493,4718.881,4
IRL,2005,Ireland,Wester Europe,102.69256539496,38528.475,21
ISR,2005,Israel,Middle East and North Africa,117.46486086464,25335.608,16
ITA,2005,Italy,Wester Europe,121.86422263281,28364.052,21
CIV,2005,Cote d'Ivoire,Sub-Saharan Africa,13.507185296258,1580.159,10
JAM,2005,Jamaica,Caribbean,73.889649406541,8107.769,15
JPN,2005,Japan,East Asia,76.336539799247,30440.842,25
JOR,2005,Jordan,Middle East and North Africa,58.736406313588,4289.118,16
KAZ,2005,Kazakhstan,Former Soviet Republics,35.833566559091,8657.789,12
KEN,2005,Kenya,Sub-Saharan Africa,12.949669820581,1340.05,14
KIR,2005,Kiribati,Australia and Oceania,0.70661390616167,5703.963,8
KWT,2005,Kuwait,Middle East and North Africa,60.187065009402,36955.607,20
KGZ,2005,Kyrgyz Republic,Former Soviet Republics,10.741988754916,1712.517,8
LAO,2005,Lao People's Democratic Republic,East Asia,11.428629034851,1672.81,14
LVA,2005,Latvia,Former Soviet Republics,84.020311022065,13426.033,14
LBN,2005,Lebanon,Middle East and North Africa,24.920758540859,9504.186,11
LSO,2005,Lesotho,Sub-Saharan Africa,12.091770938622,1330.276,10
LBR,2005,Liberia,Sub-Saharan Africa,4.8932865942909,446.643,6
LBY,2005,Libyan Arab Jamahiriya,Middle East and North Africa,35.749716236627,12753.585,9
LTU,2005,Lithuania,Former Soviet Republics,127.45223008255,14285.538,14
LUX,2005,Luxembourg,Wester Europe,111.39092316866,70461.745,21
MKD,2005,Macedonia,Eastern Europe,54.113980375533,7599.815,10
MDG,2005,Madagascar,Sub-Saharan Africa,2.852901383526,849.587,12
MWI,2005,Malawi,Sub-Saharan Africa,3.2585785438259,605.55,11
MYS,2005,Malaysia,East Asia,75.628400617781,11840.263,20
MDV,2005,Maldives,South Asia,68.967619563745,5317.091,10
MLI,2005,Mali,Sub-Saharan Africa,6.3811199791513,914.729,10
MLT,2005,Malta,Middle East and North Africa,79.155621251176,21280.315,15
MRT,2005,Mauritania,Sub-Saharan Africa,24.468463194179,1637.869,6
MUS,2005,Mauritius,Sub-Saharan Africa,52.264347017924,10488.787,16
MEX,2005,Mexico,North America,42.561156717491,12514.357,18
MDA,2005,Moldova,Former Soviet Republics,28.931135508575,2358.528,11
MNG,2005,Mongolia,East Asia,22.054484817348,2861.318,10
MNE,2005,Montenegro,Eastern Europe,88.210840830113,8059.93,2
MAR,2005,Morocco,Middle East and North Africa,41.137334236888,3585.148,19
MOZ,2005,Mozambique,Sub-Saharan Africa,7.1580965519132,661.863,9
MMR,2005,Myanmar,East Asia,0.25647147068752,991.544,13
NAM,2005,Namibia,Sub-Saharan Africa,22.143623219436,5532.248,11
NPL,2005,Nepal,South Asia,0.89876434729036,1028.848,7
NLD,2005,Netherlands,Wester Europe,97.108593767105,35020.991,21
NZL,2005,New Zealand,Australia and Oceania,85.387036699735,25081.547,19
NIC,2005,Nicaragua,Central America,20.636240085422,3255.996,13
NER,2005,Niger,Sub-Saharan Africa,2.4923494776466,612.854,9
NGA,2005,Nigeria,Sub-Saharan Africa,13.31581570805,1795.5,13
NOR,2005,Norway,Wester Europe,102.83682773639,47841.792,25
OMN,2005,Oman,Middle East and North Africa,54.876291927179,19548.429,21
PAK,2005,Pakistan,South Asia,8.0501533157617,2404.578,16
PAN,2005,Panama,Central America,51.954155895742,8354.017,10
PNG,2005,Papua New Guinea,Australia and Oceania,1.2304285976543,1770.91,10
PRY,2005,Paraguay,South America,31.96046184307,4563.943,14
PER,2005,Peru,South America,20.139593145559,6474.696,16
PHL,2005,Philippines,East Asia,40.524939439799,3061.018,15
POL,2005,Poland,Eastern Europe,76.421748804665,13568.369,14
PRT,2005,Portugal,Wester Europe,108.90827646971,20671.925,17
QAT,2005,Qatar,Middle East and North Africa,87.286749581993,71960.387,16
ROU,2005,Romania,Eastern Europe,61.337001450825,9409.561,13
RUS,2005,Russian Federation,Former Soviet Republics,83.372144224416,11799.248,15
RWA,2005,Rwanda,Sub-Saharan Africa,2.4232190326881,855.737,8
KNA,2005,Saint Kitts and Nevis,Caribbean,103.78721585706,15206.365,10
LCA,2005,Saint Lucia,Caribbean,63.92739373771,10350.095,12
VCT,2005,Saint Vincent and the Grenadines,Caribbean,64.938528170374,9879.291,14
WSM,2005,Samoa,Australia and Oceania,13.315800862198,5128.869,9
STP,2005,Sao Tome and Principe,Sub-Saharan Africa,7.8317673729869,1571.732,4
SAU,2005,Saudi Arabia,Middle East and North Africa,58.916499550187,21903.447,16
SEN,2005,Senegal,Sub-Saharan Africa,15.350303518127,1619.131,12
SRB,2005,Serbia,Eastern Europe,67.398020972225,8315.21,2
SYC,2005,Seychelles,Sub-Saharan Africa,67.520150641835,18014.763,11
SGP,2005,Singapore,East Asia,97.532285909336,45373.587,18
SVK,2005,Slovakia (Slovak Republic),Eastern Europe,83.84040907795,16060.189,15
SVN,2005,Slovenia,Eastern Europe,87.946253378785,23434.192,15
SLB,2005,Solomon Islands,Australia and Oceania,1.277125615947,2456.428,12
ZAF,2005,South Africa,Sub-Saharan Africa,71.056659658705,8517.145,17
KOR,2005,Korea,East Asia,81.522029536572,22783.234,20
ESP,2005,Spain,Wester Europe,98.401930584717,27130.366,20
LKA,2005,Sri Lanka,South Asia,16.849912118469,3554.622,16
SDN,2005,Sudan,Sub-Saharan Africa,4.7589814404046,1699.926,10
SUR,2005,Suriname,South America,46.601457790732,8655.696,13
SWZ,2005,Swaziland,Sub-Saharan Africa,18.101038185045,4517.547,8
SWE,2005,Sweden,Wester Europe,100.81767073308,33114.23,25
CHE,2005,Switzerland,Wester Europe,92.247194074784,37106.583,19
SYR,2005,Syrian Arab Republic,Middle East and North Africa,16.237906131362,3998.803,7
TJK,2005,Tajikistan,Former Soviet Republics,4.106464349691,1397.971,10
TZA,2005,Tanzania,Sub-Saharan Africa,7.6330719478322,1073.562,12
THA,2005,Thailand,East Asia,45.668561907173,6835.044,20
BHS,2005,Bahamas,Caribbean,69.212794146247,29232.841,16
TLS,2005,Timor-Leste,Australia and Oceania,3.2732660508508,11296.53,3
TGO,2005,Togo,Sub-Saharan Africa,7.8270442260895,834.475,9
TON,2005,Tonga,Australia and Oceania,29.597923230882,6649.664,11
TTO,2005,Trinidad and Tobago,Caribbean,71.252716986922,15525.064,15
TUN,2005,Tunisia,Middle East and North Africa,56.517033728398,7182.357,19
TUR,2005,Turkey,Wester Europe,64.374077802104,10899.371,20
TKM,2005,Turkmenistan,Former Soviet Republics,2.2115324466563,4050.962,9
TUV,2005,Tuvalu,Australia and Oceania,13.410356921807,2725.2,2
ARE,2005,United Arab Emirates,Middle East and North Africa,109.28587284819,44477.199,24
UGA,2005,Uganda,Sub-Saharan Africa,4.5789590894218,1014.804,11
GBR,2005,United Kingdom of Great Britain & Northern Ireland,Wester Europe,108.75199224779,32665.713,21
UKR,2005,Ukraine,Former Soviet Republics,63.962037959866,5583.95,13
URY,2005,Uruguay,South America,34.732907187785,9694.79,14
USA,2005,United States of America,North America,68.627382542601,44224.131,22
UZB,2005,Uzbekistan,Former Soviet Republics,2.7748429959147,1952.027,13
VUT,2005,Vanuatu,Australia and Oceania,6.0618507462687,3759.074,12
VEN,2005,Venezuela,South America,46.863425692397,9973.18,18
VNM,2005,Vietnam,East Asia,11.535675705283,2353.893,14
YEM,2005,Yemen,Middle East and North Africa,11.308824910211,2203.046,14
ZWE,2005,Zimbabwe,Sub-Saharan Africa,5.147769978504,630.485,9
AFG,2004,Afghanistan,South Asia,2.4980554719863,543.268,3
ALB,2004,Albania,Eastern Europe,39.163956685489,5162.385,9
DZA,2004,Algeria,Middle East and North Africa,14.591206659505,5621.099,15
AGO,2004,Angola,Sub-Saharan Africa,4.6317406300357,2953.529,12
ATG,2004,Antigua and Barbuda,Caribbean,66.080912406079,14945.796,9
ARG,2004,Argentina,South America,35.272288370245,9938.219,16
ARM,2004,Armenia,Former Soviet Republics,6.7195103733014,3329.067,9
AUS,2004,Australia,Australia and Oceania,81.509585215625,32600.641,18
AUT,2004,Austria,Wester Europe,97.544816973482,32558.041,20
AZE,2004,Azerbaijan,Former Soviet Republics,17.20615650539,3529.915,11
BHR,2004,Bahrain,Middle East and North Africa,79.190742286762,29420.895,19
BGD,2004,Bangladesh,South Asia,1.9694546753219,1122.068,13
BRB,2004,Barbados,Caribbean,73.524733197406,19676.538,14
BLR,2004,Belarus,Former Soviet Republics,23.037953430204,7436.851,12
BEL,2004,Belgium,Wester Europe,87.460253958992,30934.356,19
BLZ,2004,Belize,Central America,28.297615454271,7075.232,12
BEN,2004,Benin,Sub-Saharan Africa,5.7974735181873,1227.331,10
BTN,2004,Bhutan,South Asia,3.0191215236641,3144.864,2
BOL,2004,Bolivia,South America,19.600189820857,3453.726,14
BIH,2004,Bosnia and Herzegovina,Eastern Europe,37.220517073496,5571.326,9
BWA,2004,Botswana,Sub-Saharan Africa,28.18941101686,10137.414,7
BRA,2004,Brazil,South America,35.652898811095,8253.15,15
BRN,2004,Brunei Darussalam,East Asia,56.112994287647,48116.297,15
BGR,2004,Bulgaria,Eastern Europe,60.721808970906,8718.679,12
BFA,2004,Burkina Faso,Sub-Saharan Africa,3.0376796285604,984.86,9
BDI,2004,Burundi,Sub-Saharan Africa,1.3388771938327,453.083,12
KHM,2004,Cambodia,East Asia,6.5295023988626,1270.194,12
CMR,2004,Cameroon,Sub-Saharan Africa,8.661224693012,1943.571,11
CAN,2004,Canada,North America,47.063866481503,34291.409,20
CPV,2004,Cape Verde,Sub-Saharan Africa,13.890032666282,2588.352,8
CAF,2004,Central African Republic,Sub-Saharan Africa,1.5409923220058,642.152,10
TCD,2004,Chad,Sub-Saharan Africa,1.2981815326394,1712.624,5
CHL,2004,Chile,South America,57.28133938627,11812.462,16
CHN,2004,China,East Asia,25.551001544026,3614.104,18
COL,2004,Colombia,South America,24.456052951749,6897.612,11
COM,2004,Comoros,Sub-Saharan Africa,1.4311850752235,1072.598,2
COD,2004,Congo,Sub-Saharan Africa,3.5704889356332,383.918,10
COG,2004,Congo,Sub-Saharan Africa,11.124026782121,3472.807,9
CRI,2004,Costa Rica,Central America,21.738364557115,8234.786,13
HRV,2004,Croatia,Eastern Europe,64.447488082158,14609.481,15
CYP,2004,Cyprus,Wester Europe,64.798291035813,23402.229,17
CZE,2004,Czech Republic,Eastern Europe,105.63002321152,19506.521,14
DNK,2004,Denmark,Wester Europe,95.678594443251,31765.882,23
DJI,2004,Djibouti,Middle East and North Africa,4.5028833497002,1963.459,9
DMA,2004,Dominica,Caribbean,59.492356914326,10230.075,9
DOM,2004,Dominican Republic,Caribbean,27.522058642249,5686.074,15
ECU,2004,Ecuador,South America,26.196689784997,6628.256,11
EGY,2004,Egypt,Middle East and North Africa,10.492223501743,4513.884,18
SLV,2004,El Salvador,Central America,30.289075065241,5592.457,12
GNQ,2004,Equatorial Guinea,Sub-Saharan Africa,10.563446379844,19263.35,9
ERI,2004,Eritrea,Sub-Saharan Africa,0.42867657681177,737.467,1
EST,2004,Estonia,Former Soviet Republics,94.279195271817,14882.22,14
ETH,2004,Ethiopia,Sub-Saharan Africa,0.20999337254576,557.182,6
FJI,2004,Fiji,Australia and Oceania,17.361522353616,3978.956,11
FIN,2004,Finland,Wester Europe,95.403129865311,29165.057,25
FRA,2004,France,Wester Europe,73.019913909482,29329.35,19
GAB,2004,Gabon,Sub-Saharan Africa,36.40660302893,14080.664,13
GMB,2004,Gambia,Sub-Saharan Africa,12.5724351873,1593.431,13
GEO,2004,Georgia,Former Soviet Republics,18.617782285927,3242.164,10
DEU,2004,Germany,Wester Europe,85.060206673809,29079.356,20
GHA,2004,Ghana,Sub-Saharan Africa,8.1351484777385,1928.179,13
GRC,2004,Greece,Wester Europe,84.495512673781,24068.562,12
GRD,2004,Grenada,Caribbean,42.192781647265,11354.321,15
GTM,2004,Guatemala,Central America,25.616973107586,4109.68,15
GIN,2004,Guinea,Sub-Saharan Africa,1.6514526546435,936.172,12
GNB,2004,Guinea-Bissau,Sub-Saharan Africa,2.9423171297436,990.107,2
GUY,2004,Guyana,South America,22.677653020917,5002.892,13
HTI,2004,Haiti,Caribbean,4.3811931588107,1030.226,7
HND,2004,Honduras,Central America,10.457800203655,3565.407,9
HKG,2004,Hong Kong,East Asia,119.10290156358,32924.121,21
HUN,2004,Hungary,Wester Europe,86.255173024525,15740.191,15
ISL,2004,Iceland,Wester Europe,98.997965898077,32956.37,19
IND,2004,India,South Asia,4.6500809954705,2042.065,10
IDN,2004,Indonesia,East Asia,13.708747109617,2978.669,21
IRN,2004,Iran,Middle East and North Africa,7.367445463474,9043.416,11
IRQ,2004,Iraq,Middle East and North Africa,2.1519456587983,3518.768,3
IRL,2004,Ireland,Wester Europe,94.476409778945,36446.641,20
ISR,2004,Israel,Middle East and North Africa,111.65058374974,23895.66,15
ITA,2004,Italy,Wester Europe,107.69376622829,27529.84,20
CIV,2004,Cote d'Ivoire,Sub-Saharan Africa,9.7661004443161,1551.032,9
JAM,2004,Jamaica,Caribbean,68.953959571421,7722.595,14
JPN,2004,Japan,East Asia,72.426305952615,29009.517,24
JOR,2004,Jordan,Middle East and North Africa,31.170728982919,4016.208,15
KAZ,2004,Kazakhstan,Former Soviet Republics,16.420116635839,7734.583,11
KEN,2004,Kenya,Sub-Saharan Africa,7.3371681360846,1289.323,13
KIR,2004,Kiribati,Australia and Oceania,0.68032478594659,5457.681,7
KWT,2004,Kuwait,Middle East and North Africa,80.79191756212,36008.433,19
KGZ,2004,Kyrgyz Republic,Former Soviet Republics,5.2472351777436,1682.512,7
LAO,2004,Lao People's Democratic Republic,East Asia,3.6031236682898,1548.134,13
LVA,2004,Latvia,Former Soviet Republics,68.06697415495,11698.828,13
LBN,2004,Lebanon,Middle East and North Africa,22.951243803817,9329.992,10
LSO,2004,Lesotho,Sub-Saharan Africa,9.5853651625838,1248.947,9
LBR,2004,Liberia,Sub-Saharan Africa,2.9632834826384,437.829,5
LBY,2004,Libyan Arab Jamahiriya,Middle East and North Africa,9.0793535500272,11264.079,8
LTU,2004,Lithuania,Former Soviet Republics,88.901709177578,12682.555,13
LUX,2004,Luxembourg,Wester Europe,104.08638727223,65622.982,20
MKD,2004,Macedonia,Eastern Europe,47.254483806134,7049.82,9
MDG,2004,Madagascar,Sub-Saharan Africa,1.9235492193099,812.053,11
MWI,2004,Malawi,Sub-Saharan Africa,1.7673115740828,606.484,10
MYS,2004,Malaysia,East Asia,57.602794139615,10717.904,19
MDV,2004,Maldives,South Asia,38.917756058669,5759.686,9
MLI,2004,Mali,Sub-Saharan Africa,3.5156247299734,853.584,9
MLT,2004,Malta,Middle East and North Africa,75.166939680684,20145.975,14
MRT,2004,Mauritania,Sub-Saharan Africa,17.621704110539,1549.884,5
MUS,2004,Mauritius,Sub-Saharan Africa,43.97195402631,10162.392,15
MEX,2004,Mexico,North America,35.153218252987,12124.006,17
MDA,2004,Moldova,Former Soviet Republics,20.559543520661,2125.651,10
MNG,2004,Mongolia,East Asia,17.173574100009,2644.326,9
MNE,2004,Montenegro,Eastern Europe,78.703369287585,7450.201,1
MAR,2004,Morocco,Middle East and North Africa,31.273225789812,3415.018,18
MOZ,2004,Mozambique,Sub-Saharan Africa,3.4639952674388,622.29,8
MMR,2004,Myanmar,East Asia,0.18536679043634,853.487,12
NAM,2004,Namibia,Sub-Saharan Africa,14.281043467843,5168.871,10
NPL,2004,Nepal,South Asia,0.46857564287809,965.203,6
NLD,2004,Netherlands,Wester Europe,91.216745718098,33110.403,20
NZL,2004,New Zealand,Australia and Oceania,74.208000588369,24013.497,18
NIC,2004,Nicaragua,Central America,13.790559095088,3111.601,12
NER,2004,Niger,Sub-Saharan Africa,1.3742070280853,570.297,8
NGA,2004,Nigeria,Sub-Saharan Africa,6.7259260620922,1773.307,12
NOR,2004,Norway,Wester Europe,98.641914643978,45380.267,24
OMN,2004,Oman,Middle East and North Africa,33.901013145325,18143.416,20
PAK,2004,Pakistan,South Asia,3.2227036269829,2245.145,15
PAN,2004,Panama,Central America,38.141696194906,7727.775,9
PNG,2004,Papua New Guinea,Australia and Oceania,0.81220416147246,1841.842,9
PRY,2004,Paraguay,South America,30.190719327226,4253.712,13
PER,2004,Peru,South America,14.934247365652,5998.055,15
PHL,2004,Philippines,East Asia,39.101692198161,2904.909,14
POL,2004,Poland,Eastern Europe,60.50028534281,12697.682,13
PRT,2004,Portugal,Wester Europe,100.88735366891,20030.451,16
QAT,2004,Qatar,Middle East and North Africa,68.065598438608,71582.552,15
ROU,2004,Romania,Eastern Europe,46.762483621164,8769.015,12
RUS,2004,Russian Federation,Former Soviet Republics,51.078453141629,10719.459,14
RWA,2004,Rwanda,Sub-Saharan Africa,1.5235988503444,758.632,7
KNA,2004,Saint Kitts and Nevis,Caribbean,59.891369447141,15023.092,9
LCA,2004,Saint Lucia,Caribbean,61.724245405822,9657.811,11
VCT,2004,Saint Vincent and the Grenadines,Caribbean,66.321548976622,9402.859,13
WSM,2004,Samoa,Australia and Oceania,8.903777984296,4689.919,8
STP,2004,Sao Tome and Principe,Sub-Saharan Africa,5.1526501719768,1394.034,3
SAU,2004,Saudi Arabia,Middle East and North Africa,39.527251221226,20110.455,15
SEN,2004,Senegal,Sub-Saharan Africa,10.223907433261,1525.87,11
SRB,2004,Serbia,Eastern Europe,47.184905312519,7597.813,1
SYC,2004,Seychelles,Sub-Saharan Africa,63.403342235076,16366.858,10
SGP,2004,Singapore,East Asia,91.207390022382,41289.225,17
SVK,2004,Slovakia (Slovak Republic),Eastern Europe,79.003810332341,14642.466,14
SVN,2004,Slovenia,Eastern Europe,92.683113921842,21842.687,14
SLB,2004,Solomon Islands,Australia and Oceania,0.65657151486369,2213.949,11
ZAF,2004,South Africa,Sub-Saharan Africa,44.125490956699,7904.891,16
KOR,2004,Korea,East Asia,78.173136606646,21138.102,19
ESP,2004,Spain,Wester Europe,90.429196460123,25921.405,19
LKA,2004,Sri Lanka,South Asia,11.202782833841,3262.878,15
SDN,2004,Sudan,Sub-Saharan Africa,2.7958827577489,1627.744,9
SUR,2004,Suriname,South America,43.13368220935,7900.42,12
SWZ,2004,Swaziland,Sub-Saharan Africa,13.2361223821,4441.634,7
SWE,2004,Sweden,Wester Europe,97.814543625287,31366.395,24
CHE,2004,Switzerland,Wester Europe,85.433727677638,35432.554,18
SYR,2004,Syrian Arab Republic,Middle East and North Africa,13.272224526664,3840.995,6
TJK,2004,Tajikistan,Former Soviet Republics,2.1123058243313,1297.007,9
TZA,2004,Tanzania,Sub-Saharan Africa,5.1393409777017,1002.563,11
THA,2004,Thailand,East Asia,40.819545354437,6350.105,19
BHS,2004,Bahamas,Caribbean,57.694478908189,27254.944,15
TLS,2004,Timor-Leste,Australia and Oceania,2.640797352016,6753.521,2
TGO,2004,Togo,Sub-Saharan Africa,6.161062985992,769.541,8
TON,2004,Tonga,Australia and Oceania,16.353229762878,6322.292,10
TTO,2004,Trinidad and Tobago,Caribbean,50.464940920458,15487.29,14
TUN,2004,Tunisia,Middle East and North Africa,37.554603634388,6652.894,18
TUR,2004,Turkey,Wester Europe,51.921937760035,9725.402,19
TKM,2004,Turkmenistan,Former Soviet Republics,1.0666664395654,3658.057,8
TUV,2004,Tuvalu,Australia and Oceania,5.1834957495335,2776.018,1
ARE,2004,United Arab Emirates,Middle East and North Africa,100.66852381392,44088.543,23
UGA,2004,Uganda,Sub-Saharan Africa,4.1957560680155,937.279,10
GBR,2004,United Kingdom of Great Britain & Northern Ireland,Wester Europe,99.659597739844,30925.48,20
